160.0,50.0,16.0
162.6086956521739,50.0,17.0
165.2173913043478,50.0,21.0
167.82608695652175,50.0,17.0
170.43478260869566,50.0,15.0
173.04347826086956,50.0,13.0
175.65217391304347,50.0,18.0
178.26086956521738,50.0,18.0
180.8695652173913,50.0,15.0
183.47826086956522,50.0,11.0
186.08695652173913,50.0,11.0
188.69565217391303,50.0,15.0
191.30434782608697,50.0,18.0
193.91304347826087,50.0,23.0
196.52173913043478,50.0,26.0
199.1304347826087,50.0,27.0
201.73913043478262,50.0,30.0
204.34782608695653,50.0,26.0
206.95652173913044,50.0,24.0
209.56521739130434,50.0,20.0
212.17391304347825,50.0,18.0
214.7826086956522,50.0,5.0
217.3913043478261,50.0,4.0
220.0,50.0,4.0
160.0,56.25,19.0
162.6086956521739,56.25,20.0
165.2173913043478,56.25,21.0
167.82608695652175,56.25,22.0
170.43478260869566,56.25,19.0
173.04347826086956,56.25,19.0
175.65217391304347,56.25,24.0
178.26086956521738,56.25,29.0
180.8695652173913,56.25,32.0
183.47826086956522,56.25,30.0
186.08695652173913,56.25,32.0
188.69565217391303,56.25,32.0
191.30434782608697,56.25,36.0
193.91304347826087,56.25,39.0
196.52173913043478,56.25,39.0
199.1304347826087,56.25,44.0
201.73913043478262,56.25,53.0
204.34782608695653,56.25,67.0
206.95652173913044,56.25,71.0
209.56521739130434,56.25,87.0
212.17391304347825,56.25,87.0
214.7826086956522,56.25,78.0
217.3913043478261,56.25,62.0
220.0,56.25,50.0
160.0,62.5,2.0
162.6086956521739,62.5,4.0
165.2173913043478,62.5,12.0
167.82608695652175,62.5,27.0
170.43478260869566,62.5,37.0
173.04347826086956,62.5,47.0
175.65217391304347,62.5,53.0
178.26086956521738,62.5,52.0
180.8695652173913,62.5,54.0
183.47826086956522,62.5,57.0
186.08695652173913,62.5,57.0
188.69565217391303,62.5,55.0
191.30434782608697,62.5,45.0
193.91304347826087,62.5,40.0
196.52173913043478,62.5,35.0
199.1304347826087,62.5,37.0
201.73913043478262,62.5,35.0
204.34782608695653,62.5,40.0
206.95652173913044,62.5,43.0
209.56521739130434,62.5,40.0
212.17391304347825,62.5,33.0
214.7826086956522,62.5,32.0
217.3913043478261,62.5,26.0
220.0,62.5,19.0
160.0,68.75,13.0
162.6086956521739,68.75,18.0
165.2173913043478,68.75,18.0
167.82608695652175,68.75,22.0
170.43478260869566,68.75,24.0
173.04347826086956,68.75,28.0
175.65217391304347,68.75,28.0
178.26086956521738,68.75,34.0
180.8695652173913,68.75,35.0
183.47826086956522,68.75,29.0
186.08695652173913,68.75,32.0
188.69565217391303,68.75,37.0
191.30434782608697,68.75,39.0
193.91304347826087,68.75,41.0
196.52173913043478,68.75,37.0
199.1304347826087,68.75,37.0
201.73913043478262,68.75,34.0
204.34782608695653,68.75,27.0
206.95652173913044,68.75,22.0
209.56521739130434,68.75,18.0
212.17391304347825,68.75,9.0
214.7826086956522,68.75,4.0
217.3913043478261,68.75,3.0
220.0,68.75,2.0
160.0,75.0,23.0
162.6086956521739,75.0,23.0
165.2173913043478,75.0,26.0
167.82608695652175,75.0,28.0
170.43478260869566,75.0,31.0
173.04347826086956,75.0,36.0
175.65217391304347,75.0,37.0
178.26086956521738,75.0,40.0
180.8695652173913,75.0,41.0
183.47826086956522,75.0,42.0
186.08695652173913,75.0,45.0
188.69565217391303,75.0,48.0
191.30434782608697,75.0,49.0
193.91304347826087,75.0,45.0
196.52173913043478,75.0,45.0
199.1304347826087,75.0,45.0
201.73913043478262,75.0,40.0
204.34782608695653,75.0,36.0
206.95652173913044,75.0,25.0
209.56521739130434,75.0,21.0
212.17391304347825,75.0,19.0
214.7826086956522,75.0,9.0
217.3913043478261,75.0,7.0
220.0,75.0,7.0
