"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-139.05","61.37","BURWASH A","2100182","2009-01-01","2009","01","01","†","-32.0","","-44.0","","-38.0","","56.0","","0.0","","0.0","","0.0","","0.0","","18","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-02","2009","01","02","†","-33.0","","-44.5","","-38.8","","56.8","","0.0","","0.0","","0.0","T","0.0","","18","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-03","2009","01","03","†","-38.0","","-44.5","","-41.3","","59.3","","0.0","","0.0","","0.0","T","0.0","","18","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-04","2009","01","04","†","-32.0","","-47.5","","-39.8","","57.8","","0.0","","0.0","","1.2","","1.2","","18","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-05","2009","01","05","†","-30.0","","-35.5","","-32.8","","50.8","","0.0","","0.0","","0.0","T","0.0","","19","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-06","2009","01","06","†","-39.5","","-46.0","","-42.8","","60.8","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-07","2009","01","07","†","-39.0","","-49.5","","-44.3","","62.3","","0.0","","0.0","","0.0","T","0.0","","19","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-08","2009","01","08","†","-34.0","","-50.0","","-42.0","","60.0","","0.0","","0.0","","0.0","T","0.0","","19","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-09","2009","01","09","†","-34.0","","-45.5","","-39.8","","57.8","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-10","2009","01","10","†","-30.0","","-41.5","","-35.8","","53.8","","0.0","","0.0","","0.2","","0.2","","19","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-11","2009","01","11","†","-24.0","","-35.5","","-29.8","","47.8","","0.0","","0.0","","0.2","","0.2","","19","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-12","2009","01","12","†","-23.0","","-35.0","","-29.0","","47.0","","0.0","","0.0","","0.6","","0.6","","19","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-13","2009","01","13","†","1.0","","-33.0","","-16.0","","34.0","","0.0","","0.0","","0.0","T","0.0","","20","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-14","2009","01","14","†","9.5","","-21.5","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-15","2009","01","15","†","8.0","","2.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-16","2009","01","16","†","9.0","","3.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-17","2009","01","17","†","4.0","","2.0","","3.0","","15.0","","0.0","","0.0","T","0.0","T","0.0","T","5","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-18","2009","01","18","†","5.0","","1.5","","3.3","","14.7","","0.0","","0.0","T","0.0","T","0.0","T","4","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-19","2009","01","19","†","5.0","","1.5","","3.3","","14.7","","0.0","","0.0","T","0.0","T","0.0","T","3","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-20","2009","01","20","†","0.0","","-3.0","","-1.5","","19.5","","0.0","","0.4","","6.8","","5.4","","3","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-21","2009","01","21","†","-10.0","","-14.0","","-12.0","","30.0","","0.0","","0.0","","0.0","T","0.0","","7","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-22","2009","01","22","†","-20.0","","-33.5","","-26.8","","44.8","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-23","2009","01","23","†","-19.0","","-35.0","","-27.0","","45.0","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-24","2009","01","24","†","-16.5","","-23.0","","-19.8","","37.8","","0.0","","0.0","","0.0","T","0.0","","7","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-25","2009","01","25","†","-16.5","","-30.0","","-23.3","","41.3","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-26","2009","01","26","†","-16.5","","-30.0","","-23.3","","41.3","","0.0","","0.0","","1.8","","0.4","","7","","","","",""
"-139.05","61.37","BURWASH A","2100182","2009-01-27","2009","01","27","†","-18.5","","-33.0","","-25.8","","43.8","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
