"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-01","2009","01","01","","-29.5","","-34.5","","-32.0","","50.0","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-02","2009","01","02","","-27.2","","-36.9","","-32.1","","50.1","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-03","2009","01","03","","-22.7","","-31.4","","-27.1","","45.1","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-04","2009","01","04","","-20.2","","-27.6","","-23.9","","41.9","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-05","2009","01","05","","-22.6","","-26.2","","-24.4","","42.4","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-06","2009","01","06","","-25.8","","-32.0","","-28.9","","46.9","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-07","2009","01","07","","-28.6","","-31.6","","-30.1","","48.1","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-08","2009","01","08","","-26.7","","-30.5","","-28.6","","46.6","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-09","2009","01","09","","-25.8","","-30.7","","-28.3","","46.3","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-10","2009","01","10","","-26.9","","-32.2","","-29.6","","47.6","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-11","2009","01","11","","-23.1","","-33.0","","-28.1","","46.1","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-12","2009","01","12","","-23.4","","-39.3","","-31.4","","49.4","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-13","2009","01","13","","-17.2","","-39.4","","-28.3","","46.3","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-14","2009","01","14","","-4.7","","-18.1","","-11.4","","29.4","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-15","2009","01","15","","4.7","","-6.2","","-0.8","","18.8","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-16","2009","01","16","","3.0","","-10.4","","-3.7","","21.7","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-17","2009","01","17","","6.9","","-10.4","","-1.8","","19.8","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-18","2009","01","18","","2.8","","-10.9","","-4.1","","22.1","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-19","2009","01","19","","-10.8","","-17.2","","-14.0","","32.0","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-20","2009","01","20","","-16.9","","-25.7","","-21.3","","39.3","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-21","2009","01","21","","-25.7","","-32.8","","-29.3","","47.3","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-22","2009","01","22","","-19.4","","-30.8","","-25.1","","43.1","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-23","2009","01","23","","-15.1","","-20.2","","-17.7","","35.7","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-24","2009","01","24","","-10.6","","-18.1","","-14.4","","32.4","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-25","2009","01","25","","-12.3","","-17.3","","-14.8","","32.8","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-26","2009","01","26","","-14.8","","-25.1","","-20.0","","38.0","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-27","2009","01","27","","-22.7","","-27.8","","-25.3","","43.3","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-28","2009","01","28","","-27.3","","-32.2","","-29.8","","47.8","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-29","2009","01","29","","-26.0","","-34.1","","-30.1","","48.1","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-30","2009","01","30","","-32.4","","-39.1","","-35.8","","53.8","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-01-31","2009","01","31","","-33.6","","-39.9","","-36.8","","54.8","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-01","2009","02","01","","-32.8","","-35.7","","-34.3","","52.3","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-02","2009","02","02","","-32.2","","-38.0","","-35.1","","53.1","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-03","2009","02","03","","-28.7","","-33.2","","-31.0","","49.0","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-04","2009","02","04","","-27.4","","-29.4","","-28.4","","46.4","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-05","2009","02","05","","-20.7","","-31.5","","-26.1","","44.1","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-06","2009","02","06","","-20.0","","-31.7","","-25.9","","43.9","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-07","2009","02","07","","-27.1","","-30.4","","-28.8","","46.8","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-08","2009","02","08","","-26.0","","-30.6","","-28.3","","46.3","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-09","2009","02","09","","-27.4","","-33.3","","-30.4","","48.4","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-10","2009","02","10","","-29.6","","-33.9","","-31.8","","49.8","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-11","2009","02","11","","-18.7","","-38.0","","-28.4","","46.4","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-12","2009","02","12","","-16.6","","-31.0","","-23.8","","41.8","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-13","2009","02","13","","-10.2","","-17.1","","-13.7","","31.7","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-14","2009","02","14","","-5.9","","-10.7","","-8.3","","26.3","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-15","2009","02","15","","-7.2","","-16.9","","-12.1","","30.1","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-16","2009","02","16","","-6.9","","-17.8","","-12.4","","30.4","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-17","2009","02","17","","-7.1","","-22.8","","-15.0","","33.0","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-18","2009","02","18","","-17.6","","-30.6","","-24.1","","42.1","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-19","2009","02","19","","-5.5","","-17.6","","-11.6","","29.6","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-20","2009","02","20","","-8.2","","-21.1","","-14.7","","32.7","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-21","2009","02","21","","-20.3","","-26.7","","-23.5","","41.5","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-22","2009","02","22","","-15.9","","-31.7","","-23.8","","41.8","","0.0","","","M","","M","","M","","","","M","","M"
"-137.22","68.95","SHINGLE POINT A","2100950","2009-02-23","2009","02","23","","-23.5","","-27.0","","-25.3","","43.3","","0.0","","","M","","M","","M","","","","M","","M"
