"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-01","2009","01","01","","-30.8","","-36.7","","-33.8","","51.8","","0.0","","","M","","M","1.9","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-02","2009","01","02","","-32.7","","-38.5","","-35.6","","53.6","","0.0","","","M","","M","2.3","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-03","2009","01","03","","-32.9","","-39.6","","-36.3","","54.3","","0.0","","","M","","M","1.8","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-04","2009","01","04","","-25.3","","-36.0","","-30.7","","48.7","","0.0","","","M","","M","1.6","","","","2","","35",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-05","2009","01","05","","-23.8","","-30.5","","-27.2","","45.2","","0.0","","","M","","M","3.2","","","","1","","41",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-06","2009","01","06","","-30.5","","-37.5","","-34.0","","52.0","","0.0","","","M","","M","2.1","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-07","2009","01","07","","-34.0","","-38.2","","-36.1","","54.1","","0.0","","","M","","M","","M","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-08","2009","01","08","","-31.9","","-39.7","","-35.8","","53.8","","0.0","","","M","","M","3.4","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-09","2009","01","09","","-31.1","","-40.0","","-35.6","","53.6","","0.0","","","M","","M","2.1","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-10","2009","01","10","","-30.8","","-35.2","","-33.0","","51.0","","0.0","","","M","","M","2.2","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-11","2009","01","11","","-26.7","","-35.7","","-31.2","","49.2","","0.0","","","M","","M","1.6","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-12","2009","01","12","","-21.4","E","-34.0","E","-27.7","E","45.7","E","0.0","E","","M","","M","","M","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-13","2009","01","13","","-16.7","","-22.4","","-19.6","","37.6","","0.0","","","M","","M","1.0","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-14","2009","01","14","","-0.7","","-17.1","","-8.9","","26.9","","0.0","","","M","","M","","M","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-15","2009","01","15","","1.4","","-5.5","","-2.1","","20.1","","0.0","","","M","","M","6.3","","","","24","","69",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-16","2009","01","16","","-0.8","","-10.3","","-5.6","","23.6","","0.0","","","M","","M","3.1","","","","25","","48",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-17","2009","01","17","","4.7","","-9.6","","-2.5","","20.5","","0.0","","","M","","M","13.0","","","","22","","67",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-18","2009","01","18","","5.3","","-0.9","","2.2","","15.8","","0.0","","","M","","M","12.4","","","","25","","57",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-19","2009","01","19","","5.8","","1.6","","3.7","","14.3","","0.0","","","M","","M","6.4","","","","28","","59",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-20","2009","01","20","","2.3","","-7.7","","-2.7","","20.7","","0.0","","","M","","M","9.6","","","","25","","54",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-21","2009","01","21","","-7.7","","-24.3","","-16.0","","34.0","","0.0","","","M","","M","7.6","","","","7","","52",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-22","2009","01","22","","-24.1","","-35.3","","-29.7","","47.7","","0.0","","","M","","M","3.0","","","","36","","39",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-23","2009","01","23","","-28.9","","-36.0","","-32.5","","50.5","","0.0","","","M","","M","1.7","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-24","2009","01","24","","-20.4","","-30.9","","-25.7","","43.7","","0.0","","","M","","M","1.4","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-25","2009","01","25","","-15.2","","-24.5","","-19.9","","37.9","","0.0","","","M","","M","1.3","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-26","2009","01","26","","-18.7","","-25.0","","-21.9","","39.9","","0.0","","","M","","M","1.1","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-27","2009","01","27","","-21.3","","-26.1","","-23.7","","41.7","","0.0","","","M","","M","1.4","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-28","2009","01","28","","-14.3","","-23.7","","-19.0","","37.0","","0.0","","","M","","M","1.3","","","","26","","43",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-29","2009","01","29","","-15.1","","-19.4","","-17.3","","35.3","","0.0","","","M","","M","1.4","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-30","2009","01","30","","-15.0","","-21.6","","-18.3","","36.3","","0.0","","","M","","M","","M","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-01-31","2009","01","31","","-14.6","","-25.1","","-19.9","","37.9","","0.0","","","M","","M","0.6","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-01","2009","02","01","","-14.4","","-23.2","","-18.8","","36.8","","0.0","","","M","","M","1.0","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-02","2009","02","02","","-8.1","","-17.6","","-12.9","","30.9","","0.0","","","M","","M","1.0","","","","26","","35",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-03","2009","02","03","","-7.9","","-15.5","","-11.7","","29.7","","0.0","","","M","","M","2.0","","","","22","","57",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-04","2009","02","04","","-15.4","","-25.4","","-20.4","","38.4","","0.0","","","M","","M","1.5","","","","22","","57",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-05","2009","02","05","","-22.5","","-29.9","","-26.2","","44.2","","0.0","","","M","","M","","M","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-06","2009","02","06","","-20.4","","-30.2","","-25.3","","43.3","","0.0","","","M","","M","0.9","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-07","2009","02","07","","-15.3","","-24.2","","-19.8","","37.8","","0.0","","","M","","M","0.7","","","","34","","33",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-08","2009","02","08","","-15.4","","-22.7","","-19.1","","37.1","","0.0","","","M","","M","0.9","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-09","2009","02","09","","-21.1","","-28.0","","-24.6","","42.6","","0.0","","","M","","M","1.5","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-10","2009","02","10","","-17.3","","-24.8","","-21.1","","39.1","","0.0","","","M","","M","1.0","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-11","2009","02","11","","-23.5","","-30.7","","-27.1","","45.1","","0.0","","","M","","M","2.2","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-12","2009","02","12","","-21.5","","-29.1","","-25.3","","43.3","","0.0","","","M","","M","1.3","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-13","2009","02","13","","-18.3","","-24.3","","-21.3","","39.3","","0.0","","","M","","M","1.2","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-14","2009","02","14","","-14.1","","-22.7","","-18.4","","36.4","","0.0","","","M","","M","3.0","","","","","","<31",""
"-130.04","63.24","MACMILLAN PASS","2100693","2009-02-15","2009","02","15","","-12.4","","-22.4","","-17.4","","35.4","","0.0","","","M","","M","2.3","","","","","","<31",""
